business_id,postal_code,business_lat,business_long,overall_business_stars,overall_review_count,isromantic,isintimate,istouristy,ishipster,isdivey,isclassy,istrendy,isupscale,iscasual,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,alcohol,outdoorseating,restaurantstableservice,bikeparking,happyhour,byob,businessacceptscreditcards,restaurantscounterservice,hastv,restaurantspricerange2,restaurantsreservations,restaurantsdelivery,wifi,restaurantstakeout,n_photo,attribute_count,average_stars_2018,average_stars_2019,review_count_2018,review_count_2019,check_in_count_2018,check_in_count_2019,Total.population_2018,Total.population_2019,children_2018,children_2019,youth_2018,youth_2019,adults_2018,adults_2019,elders_2018,elders_2019,surrounding_children_2018,surrounding_youth_2018,surrounding_adults_2018,surrounding_elders_2018,surrounding_children_2019,surrounding_youth_2019,surrounding_adults_2019,surrounding_elders_2019,scaled_capped_business_proximity,landmarks_nearby,capped_Total.population_2018,scaled_capped_Total.population_2018,capped_Total.population_2019,scaled_capped_Total.population_2019,capped_children_2018,scaled_capped_children_2018,capped_children_2019,scaled_capped_children_2019,capped_youth_2018,scaled_capped_youth_2018,capped_youth_2019,scaled_capped_youth_2019,capped_adults_2018,scaled_capped_adults_2018,capped_adults_2019,scaled_capped_adults_2019,capped_elders_2018,scaled_capped_elders_2018,capped_elders_2019,scaled_capped_elders_2019,capped_surrounding_children_2018,scaled_capped_surrounding_children_2018,capped_surrounding_youth_2018,scaled_capped_surrounding_youth_2018,capped_surrounding_adults_2018,scaled_capped_surrounding_adults_2018,capped_surrounding_elders_2018,scaled_capped_surrounding_elders_2018,capped_surrounding_children_2019,scaled_capped_surrounding_children_2019,capped_surrounding_youth_2019,scaled_capped_surrounding_youth_2019,capped_surrounding_adults_2019,scaled_capped_surrounding_adults_2019,capped_surrounding_elders_2019,scaled_capped_surrounding_elders_2019
UaDnEIiRNCyLvrQWE4g0sg,19147,39.9385948,-75.1526455,4.5,145,0,0,0,NA,0,0,0,0,1,0,1,0,0,0,0,NA,1,1,NA,NA,1,NA,1,2,0,0,0,1,2,10,4.6471,4.359,17,39,16,30,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,30187,17884,131221,28866,29876,17615,132276,28563,-0.09376185677189032,30,39060,0.2671136203246295,38472,0.22532039606583434,5468,0.0628698224852071,5475,0.07795698924731183,2515,0,2236,0,26832,0.5681204894885472,26522,0.5168006982108347,4245,0,4239,0,30187,0.013449850757003633,17884,-0.27099178194068707,131221,0.40477862334655457,28866,0.28780487804878047,29876,0.0014474398407816175,17615,-0.2673190259090404,132276,0.4136260836788541,28563,0.2800707547169811
uAJ_rq4ZQUgERalFBO_zlQ,19115,40.078537,-75.032031,3,129,0,0,0,0,0,NA,NA,0,1,0,0,0,1,0,2,0,1,0,1,NA,1,NA,1,2,0,1,2,1,6,14,2.6429,3.0833,14,12,20,21,34479,35346,5984,5827,2586,3034,17779,18225,8130,8260,44713,23673,129662,42662,45006,22833,130180,43332,-0.44792550066242487,2,34479,0.12016423943029447,35346,0.12180017882571116,5984,0.15828402366863906,5827,0.1455453149001536,2586,0.03250915750915751,3034,0.3355761143818335,17779,0,18225,-4.363817717099931e-4,8130,1.121212121212121,8260,1.105581523233434,44713,0.5358363002121768,23673,0.024501046398856616,129662,0.375192150760063,42662,1.1505941213258286,45006,0.5489415596164284,22833,0.02279550761703547,130180,0.3741236336223144,43332,1.1508844339622641
uB12vX5p9T8z0g2Eq3bBBQ,19104,39.9501204,-75.2124323,4,272,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,NA,NA,1,NA,0,4,1,0,2,0,20,8,3.6842,3,19,2,20,3,54311,53560,6698,6454,23800,23654,20000,19313,3813,4139,53009,61505,173694,42427,53652,60644,174777,43211,-0.3290932918033403,23,54311,0.7563354077115545,53560,0.7249726794052389,6698,0.29031065088757396,6454,0.26593701996927804,23800,9.74587912087912,23654,9.0067283431455,20000,0.13937872607467838,19313,0.06738981360264322,3813,-0.12467532467532468,4139,-0.027495188342040143,53009,0.834178444276621,61505,1.9555918534020724,173694,1.2108249672632039,42427,1.1358974358974359,53652,0.861805681201375,60644,2.1250416990992993,174777,1.214624952883528,43211,1.14375
uBDXcXlLR9IuRV1N2m0SPQ,19103,39.9536619,-75.1754204,4,150,0,0,0,0,0,0,NA,0,1,0,1,0,1,0,0,0,0,1,0,NA,1,NA,1,2,0,1,2,1,12,14,4.3226,4.1892,62,37,70,27,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,16174,32406,83217,17953,15565,31787,83400,18544,0.21871131727114165,10,24219,-0.20895618143324565,24214,-0.24684571315031295,1290,-0.709689349112426,1246,-0.734062980030722,1926,-0.2696886446886447,1859,-0.15853658536585366,15772,-0.12594916849701915,15803,-0.15142447478336762,5231,0.28455988455988457,5306,0.29337365960956835,16174,-0.4904880066170389,32406,0.47026695931805423,83217,-0.506234224659822,17953,-0.3946841776110069,15565,-0.5164103491948616,31787,0.5206271544534639,83400,-0.5075197889182058,18544,-0.31067216981132073
U_bggtYOkK-teWol46LHrw,19151,39.9747601,-75.2491767,4.5,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,NA,1,1,0,1,0,1,0,10,4.3333,4.4286,3,7,1,2,33174,33343,6877,7019,4263,4261,18221,18171,3813,3892,25602,17172,63324,16918,26024,17068,64056,17315,-0.4316051771772633,14,33174,0.07830243151344068,33343,0.05546908633307945,6877,0.3234097633136095,7019,0.37442396313364057,4263,0.8003663003663004,4261,0.851555929352397,18221,0.027737684342641983,18171,-0.003802755439187083,3813,-0.12467532467532468,3892,-0.09540830354687929,25602,-0.15143668860358903,17172,-0.3073350007656577,63324,-0.8837606513199097,16918,-0.4594121325828643,26024,-0.13794101682648816,17068,-0.29773156899810965,64056,-0.8720882020354316,17315,-0.38313679245283017
UBj0aJ6FfMR4tdvRbQ3KSA,19104,39.954342,-75.202337,1.5,89,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,NA,1,NA,NA,1,NA,1,1,0,1,2,1,1,15,1.7273,2.25,11,12,8,13,54311,53560,6698,6454,23800,23654,20000,19313,3813,4139,53009,61505,173694,42427,53652,60644,174777,43211,-0.14447996560946805,17,54311,0.7563354077115545,53560,0.7249726794052389,6698,0.29031065088757396,6454,0.26593701996927804,23800,9.74587912087912,23654,9.0067283431455,20000,0.13937872607467838,19313,0.06738981360264322,3813,-0.12467532467532468,4139,-0.027495188342040143,53009,0.834178444276621,61505,1.9555918534020724,173694,1.2108249672632039,42427,1.1358974358974359,53652,0.861805681201375,60644,2.1250416990992993,174777,1.214624952883528,43211,1.14375
uCBEcUgXHrKH72fB8TwKAg,19106,39.9489252671,-75.151354596,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,4,3.8571,3.8889,7,18,11,79,12375,12592,763,776,761,657,8671,8853,2180,2306,8741,6883,55346,9842,9233,6744,56818,10146,-0.02888862075898604,30,12375,-0.5888881760441393,12592,-0.6317183826207902,763,-0.807137573964497,776,-0.8243087557603687,761,-0.8031135531135531,657,-0.6640033641715728,8671,-0.5715720112958895,8853,-0.5846892338382894,2180,-0.5959595959595959,2306,-0.5314819906516359,8741,-0.7577947998705362,6883,-0.8325251390944821,55346,-1.0351659613231359,9842,-0.9019387116948092,9233,-0.7455400759905917,6744,-0.871733570554876,56818,-1.0084998115341124,10146,-0.8058372641509434
UCmTG_e7I2a5dY_3qI6Jbg,19102,39.948588,-75.1658929,4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,0,NA,1,NA,NA,1,NA,NA,1,0,1,2,1,6,6,3.6667,5,3,3,4,3,4937,5147,116,163,826,849,3088,3249,907,886,17454,14728,109892,21802,17568,14220,112052,22245,0.01621189428090472,12,4937,-0.8274844421633413,5147,-0.8782660529191642,116,-0.9267751479289941,163,-0.9420122887864824,826,-0.7733516483516484,849,-0.5832632464255677,3088,-0.9219328522121117,3249,-0.9340440122186896,907,-0.9633477633477634,886,-0.921913665108606,17454,-0.4444564318337109,14728,-0.4320861620131693,109892,0,21802,-0.1539712320200125,17568,-0.44392979916772207,14220,-0.4560769487379073,112052,0.032472672446287223,22245,-0.09245283018867924
UdcLHHBRIxtelgbKBnhitA,19114,40.0794684018,-75.0253902955,3.5,352,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,NA,1,NA,1,1,0,1,0,1,3,14,3.0952,3.74,42,50,77,62,31736,31668,5128,5284,2971,2868,17410,17374,6227,6142,36223,19520,112942,38232,36834,19583,113100,38462,-0.4514884991217743,1,31736,0.03217424777057805,31668,0,5128,0,5284,0.0412826420890937,2971,0.2087912087912088,2868,0.2657695542472666,17410,-0.02315657358016944,17374,-0.05348793716102487,6227,0.572005772005772,6142,0.5232334341490239,36223,0.23051749559463444,19520,-0.1874840487979174,112942,0.057882451179473556,38232,0.873545966228893,36834,0.253229600144744,19583,-0.1579005893472701,113100,0.05222389747455711,38462,0.8637382075471698
UDD4X5TLUMARishbXUQA2w,19148,39.9011799,-75.1719716,3,46,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,NA,1,NA,NA,1,NA,1,3,1,1,0,0,0,10,2,3.6667,4,3,4,6,52594,52259,9257,9472,4110,4141,31531,31193,7696,7453,28581,14140,110165,24264,27997,13926,110329,23813,-0.3931411868932668,7,52594,0.7012574581381921,52259,0.681888929363844,9257,0.7634985207100592,9472,0.8454301075268817,4110,0.7303113553113553,4141,0.8010933557611438,31531,0.8630059617194854,31193,0.807992020447603,7696,0.9959595959595959,7453,0.8836953533131702,28581,-0.04430539072895314,14140,-0.46209994385176867,110165,0.005180953826884026,24264,0,27997,-0.06654604667993487,13926,-0.47242299566329365,110329,0,23813,0
uD_nMWd5b5d7gW1srYH6Jg,19139,39.9612429,-75.2248632,4,36,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1,NA,NA,0,NA,1,2,0,1,0,1,0,6,1,4,1,4,2,2,44870,46397,9958,10556,6191,6533,22881,23428,5840,5880,44760,49723,118242,29849,45936,48994,117345,30378,-0.3542650669800363,12,44870,0.4534868800923847,46397,0.48776368513428486,9958,0.8931213017751479,10556,1.0535714285714286,6191,1.6831501831501832,6533,1.8069806560134567,22881,0.3201757138374647,23428,0.32391995511501775,5840,0.4603174603174603,5880,0.4511960406928787,44760,0.5375265220987521,49723,1.354193252003471,118242,0.15846507126183743,29849,0.3492808005003127,45936,0.5825945359146011,48994,1.4773156899810964,117345,0.1322276667923106,30378,0.3870872641509434
udsU77Rh2wAN7tEOmIUY7w,19127,40.0256599048,-75.2235197648,4,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,NA,NA,1,NA,0,2,0,1,2,1,1,10,4.2857,4,7,1,14,1,6082,5760,265,228,1430,1214,3972,3910,415,408,5649,5353,27210,6179,5297,4706,27313,6088,-0.4372606195436634,6,6082,-0.7907551164431899,5760,-0.8579660231148789,265,-0.8992233727810651,228,-0.929531490015361,1430,-0.4967948717948718,1214,-0.42977291841883936,3972,-0.8664574835268277,3910,-0.892837104918646,415,-1.1053391053391053,408,-1.053340665383558,5649,-0.8689898227065127,5353,-0.9106222244908376,27210,-1.569126828990568,6179,-1.131019387116948,5297,-0.8879681563235028,4706,-0.9850439230512621,27313,-1.5645684131172257,6088,-1.0451061320754718
ue3FLSX9zINnCInCw-ilEQ,19148,39.9268645,-75.1542417,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,2,5,5,2,2,2,2,52594,52259,9257,9472,4110,4141,31531,31193,7696,7453,28581,14140,110165,24264,27997,13926,110329,23813,-0.1403853268859531,19,52594,0.7012574581381921,52259,0.681888929363844,9257,0.7634985207100592,9472,0.8454301075268817,4110,0.7303113553113553,4141,0.8010933557611438,31531,0.8630059617194854,31193,0.807992020447603,7696,0.9959595959595959,7453,0.8836953533131702,28581,-0.04430539072895314,14140,-0.46209994385176867,110165,0.005180953826884026,24264,0,27997,-0.06654604667993487,13926,-0.47242299566329365,110329,0,23813,0
ueAkLzWFFTzQkq3jzyBlnA,19107,39.9553922,-75.1546977,4,708,0,0,0,0,NA,0,0,0,1,0,1,0,0,0,2,NA,NA,1,0,NA,1,NA,0,2,1,1,0,1,7,11,4.3846,3.7333,39,45,109,82,13696,14526,727,940,2157,2183,9297,9845,1515,1558,11541,10001,77559,14058,11719,9706,79216,14540,0.29687192895361086,18,13696,-0.5465131199076153,14526,-0.5676722853263569,727,-0.8137943786982249,940,-0.7928187403993856,2157,-0.16391941391941392,2183,-0.022287636669470142,9297,-0.5322874176341387,9845,-0.5228477027616732,1515,-0.7878787878787878,1558,-0.7371459994500962,11541,-0.6571007300320063,10001,-0.6733704251952427,77559,-0.6136109160609569,14058,-0.6382739212007504,11719,-0.6555816898860141,9706,-0.7070499277215612,79216,-0.5863739163211459,14540,-0.5467570754716982
UEGZ1nHUVb2ltGtd7C7X9w,19115,40.0873884142,-75.0399255753,4.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,1,NA,0,NA,NA,1,NA,1,1,0,NA,2,1,0,7,4,4.5,1,4,2,5,34479,35346,5984,5827,2586,3034,17779,18225,8130,8260,44713,23673,129662,42662,45006,22833,130180,43332,-0.41439222813824816,3,34479,0.12016423943029447,35346,0.12180017882571116,5984,0.15828402366863906,5827,0.1455453149001536,2586,0.03250915750915751,3034,0.3355761143818335,17779,0,18225,-4.363817717099931e-4,8130,1.121212121212121,8260,1.105581523233434,44713,0.5358363002121768,23673,0.024501046398856616,129662,0.375192150760063,42662,1.1505941213258286,45006,0.5489415596164284,22833,0.02279550761703547,130180,0.3741236336223144,43332,1.1508844339622641
uF2HWZ3tTq91ZYdpwTWEzw,19119,40.0546098,-75.1939698,4,172,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,NA,1,NA,0,2,1,1,2,1,1,14,3.4643,3.7895,28,19,6,6,29391,28192,4828,4685,2560,2452,16106,15346,5897,5709,27813,21289,95981,30983,27734,20424,96363,31148,-0.4473981570203169,10,29391,-0.043048694424841216,28192,-0.11511077259330398,4828,-0.05547337278106509,4685,-0.07373271889400922,2560,0.020604395604395604,2452,0.09083263246425567,16106,-0.10498901788515845,15346,-0.17991397045072002,5897,0.4767676767676768,5709,0.4041792686279901,27813,-0.07192433559894991,21289,-0.09718748404879791,95981,-0.2640009109369366,30983,0.42020012507817384,27734,-0.07606296363307401,20424,-0.1111419993328144,96363,-0.2632114587259706,31148,0.4324882075471698
UfNta35H6m-z2xN9XFI77g,19149,40.0372006,-75.0421226,4.5,266,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,NA,1,1,0,NA,1,NA,1,2,1,1,0,1,8,13,4.6176,4.4348,34,23,33,15,59633,58055,13491,13291,8011,6979,32065,31665,6066,6120,67652,39284,161429,35335,68141,37520,161537,35821,-0.42432893302387525,6,59633,0.9270545967793674,58055,0.8738285260125178,13491,1.546412721893491,13291,1.5787250384024578,8011,2.5164835164835164,6979,1.994533221194281,32065,0.8965171007216818,31665,0.8374166199114769,6066,0.5255411255411255,6120,0.5171844927137751,67652,1.3607724673643327,39284,0.8213465366750038,161429,0.9780616021103372,35335,0.6923702313946216,68141,1.3861045775284964,37520,0.8393750694984988,161537,0.9650961176027139,35821,0.7080188679245283
ug46LQ5eq0uF6NE3adHhyw,19121,39.9779969,-75.1592852,3.5,39,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,NA,1,NA,1,1,0,1,0,1,0,12,4,2.25,2,4,1,3,30733,32385,5766,5787,8265,8627,13544,14765,3158,3206,35477,53885,112218,25910,34080,52790,114247,27039,-0.3055363308085682,13,30733,0,32385,0.02374408053780177,5766,0.1179733727810651,5787,0.13786482334869432,8265,2.6327838827838828,8627,2.687552565180824,13544,-0.26576717916535925,14765,-0.21613365750264946,3158,-0.3137085137085137,3206,-0.28402529557327466,35477,0.20368971841622613,53885,1.5666377418202235,112218,0.044142485719165736,25910,0.10293933708567855,34080,0.15357336710692962,52790,1.6883687312354052,114247,0.07384093479080286,27039,0.1902122641509434
UG5PDzdKA2n3jd854QJpiQ,19128,40.0442199194,-75.2320256442,3,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,NA,NA,1,NA,0,1,0,1,0,1,0,7,3.5,2.3571,10,14,2,4,38309,37644,5384,5069,3923,3492,23238,23403,5764,5680,20952,16635,78528,21782,20338,16472,78913,21916,-0.03446593782903302,4,38309,0.2430230320138577,37644,0.1979004536874524,5384,0.047337278106508875,5069,0,3923,0.6446886446886447,3492,0.528174936921783,23238,0.342579228114214,23403,0.3223614487874821,5764,0.4383838383838384,5680,0.3962056640087985,20952,-0.3186607688711475,16635,-0.33474554642437854,78528,-0.5952213766534454,21782,-0.15522201375859912,20338,-0.3436945901935951,16472,-0.33086845324141,78913,-0.5920844327176781,21916,-0.11185141509433963
ugSVRAKO6mxvsrElFg8USw,19148,39.926402,-75.1575374,4.5,73,0,NA,0,0,1,0,0,0,NA,0,1,0,0,0,0,0,1,1,NA,NA,0,NA,1,1,0,1,1,1,2,10,5,3.9091,7,11,13,5,52594,52259,9257,9472,4110,4141,31531,31193,7696,7453,28581,14140,110165,24264,27997,13926,110329,23813,-0.10561019587418648,18,52594,0.7012574581381921,52259,0.681888929363844,9257,0.7634985207100592,9472,0.8454301075268817,4110,0.7303113553113553,4141,0.8010933557611438,31531,0.8630059617194854,31193,0.807992020447603,7696,0.9959595959595959,7453,0.8836953533131702,28581,-0.04430539072895314,14140,-0.46209994385176867,110165,0.005180953826884026,24264,0,27997,-0.06654604667993487,13926,-0.47242299566329365,110329,0,23813,0
UhqHf5V3_jJ1TNu_PSMcKg,19138,40.0517233,-75.1565104,4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,1,2,6,4.5,4.75,6,8,3,3,32399,32766,5393,5994,5111,4552,16240,16614,5655,5606,30743,24293,91659,30790,30424,23931,92082,31061,-0.44893926661541966,16,32399,0.05344197087316353,32766,0.036361227936549986,5393,0.04900147928994083,5994,0.17761136712749617,5111,1.1886446886446886,4552,0.9739276703111859,16240,-0.09657985566363352,16614,-0.10086652951810984,5655,0.4069264069264069,5606,0.37585922463568877,30743,0.033444816053511704,24293,0.05614823133071308,91659,-0.3460231909361775,30790,0.408130081300813,30424,0.021277365659489778,23931,0.08384298899143779,92082,-0.3438937052393517,31061,0.42735849056603775
uHtdM9fh6h4F0Ly3X3ez0Q,19107,39.9490799981,-75.1599725336,4,183,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,1,NA,1,NA,1,NA,0,2,1,0,0,1,23,15,4.0441,4.1449,68,69,87,71,13696,14526,727,940,2157,2183,9297,9845,1515,1558,11541,10001,77559,14058,11719,9706,79216,14540,0.25503639890569835,20,13696,-0.5465131199076153,14526,-0.5676722853263569,727,-0.8137943786982249,940,-0.7928187403993856,2157,-0.16391941391941392,2183,-0.022287636669470142,9297,-0.5322874176341387,9845,-0.5228477027616732,1515,-0.7878787878787878,1558,-0.7371459994500962,11541,-0.6571007300320063,10001,-0.6733704251952427,77559,-0.6136109160609569,14058,-0.6382739212007504,11719,-0.6555816898860141,9706,-0.7070499277215612,79216,-0.5863739163211459,14540,-0.5467570754716982
Ui5VPcIQzUvYhJ_NuTgukg,19143,39.9382715655,-75.2156104577,1.5,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,0,NA,NA,1,NA,0,1,0,1,0,NA,1,5,1,1.8889,2,9,11,11,65247,64630,12460,13458,8751,8272,34918,33976,9118,8924,51855,52594,151460,35349,52225,52598,151538,35644,-0.3792036078505274,15,65247,1.1071405658561622,64630,1.091565387290128,12460,1.3557692307692308,13458,1.6107910906298004,8751,2.8553113553113554,8272,2.5382674516400336,34918,1.0755569501098212,33976,0.981484944828876,9118,1.4063492063492065,8924,1.2881495738245807,51855,0.7926781026360269,52594,1.5007401357766321,151460,0.7888713870912645,35349,0.6932457786116323,52225,0.8101682648814909,52598,1.6776937618147447,151538,0.7766490765171504,35644,0.6975825471698113
uI8-q_D1pADZy8g1R1UP6Q,19111,40.0625592,-75.0850316,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,1,0,1,0,1,3,7,4,4,1,2,2,3,68263,68113,14886,14477,8153,7570,36316,36889,8908,9177,77041,45335,179922,41080,77532,43729,178649,42347,-0.44192383371566674,6,68263,1.203887855264002,68113,1.2069079709904957,14886,1.8043639053254439,14477,1.8064516129032258,8153,2.5815018315018317,7570,2.2430613961312025,36316,1.1632883589582679,36889,1.1630821021133346,8908,1.3457431457431457,9177,1.3577124003299423,77041,1.6984212608336031,45335,1.1302128528405901,179922,1.3290190347864044,41080,1.0516572858036273,77532,1.7259272661480007,43729,1.1845880128989215,178649,1.287598944591029,42347,1.0928066037735849
UiEv2cjyNN3igsE5kv0wCA,19122,39.9739016,-75.1348818,4,33,NA,NA,0,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,1,0,NA,1,NA,0,2,0,0,2,1,2,10,4.3,3.8,10,5,12,14,22187,21666,3542,3146,6994,6738,9616,9901,2035,1881,29485,29726,101618,19471,28846,28962,105036,19981,-0.27964505371605725,20,22187,-0.27413870533136586,21666,-0.331224956121469,3542,-0.2932692307692308,3146,-0.3692396313364055,6994,2.0508241758241756,6738,1.893187552565181,9616,-0.5122685911515532,9901,-0.5193566485879932,2035,-0.6378066378066378,1881,-0.6483365411053066,29485,-0.011795591038227785,29726,0.3334694502577714,101618,-0.15702275444556202,19471,-0.2997498436522827,28846,-0.035824136059345035,28962,0.36356054709218283,105036,-0.09975499434602338,19981,-0.2259433962264151
uIFRFef7l43YxA8G3dU6Tg,19107,39.955259,-75.156314,4.5,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,0,NA,1,NA,NA,0,NA,NA,1,NA,0,2,1,9,3,4.6154,4.8462,13,13,25,38,13696,14526,727,940,2157,2183,9297,9845,1515,1558,11541,10001,77559,14058,11719,9706,79216,14540,0.21781269092035832,15,13696,-0.5465131199076153,14526,-0.5676722853263569,727,-0.8137943786982249,940,-0.7928187403993856,2157,-0.16391941391941392,2183,-0.022287636669470142,9297,-0.5322874176341387,9845,-0.5228477027616732,1515,-0.7878787878787878,1558,-0.7371459994500962,11541,-0.6571007300320063,10001,-0.6733704251952427,77559,-0.6136109160609569,14058,-0.6382739212007504,11719,-0.6555816898860141,9706,-0.7070499277215612,79216,-0.5863739163211459,14540,-0.5467570754716982
uIlFxzyoJy7ud9j12aK7MA,19131,40.0074349,-75.2124437,4.5,117,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,NA,1,2,1,1,0,1,7,15,4.4667,4.5094,30,53,19,36,44972,44723,8767,8449,6718,6274,22222,22457,7265,7543,48555,57168,139675,32908,48085,56490,141304,34275,-0.450737371168871,3,44972,0.45675883749278245,44723,0.43232771467364306,8767,0.6728920118343196,8449,0.6490015360983102,6718,1.9244505494505495,6274,1.6980656013456685,22222,0.27882020709130845,22457,0.2633875693535316,7265,0.8715728715728716,7543,0.9084410228210064,48555,0.6740029488977596,57168,1.73421469041907,139675,0.5652173913043478,32908,0.5405878674171357,48085,0.6603582413605934,56490,1.894084287779384,141304,0.5837730870712401,34275,0.6168632075471698
UiuYQTP-oxhEd01qpjQszw,19118,40.0751627,-75.2044998,3.5,168,0,NA,0,0,NA,0,0,0,1,0,1,0,1,0,2,1,1,1,1,0,1,NA,1,2,0,1,2,1,2,15,3.6667,3.5,12,16,25,18,10919,10884,1458,1309,1655,1600,5577,5469,2229,2506,11670,8138,44921,13890,11063,7544,44218,13895,-0.44617096635647285,12,10919,-0.635593764034131,10884,-0.6882802927443123,1458,-0.6786242603550295,1309,-0.7219662058371735,1655,-0.39377289377289376,1600,-0.2674516400336417,5577,-0.7657358016943834,5469,-0.7956486503335204,2229,-0.5818181818181818,2506,-0.4764916139675557,11670,-0.652461610385874,8138,-0.768465111530805,44921,-1.2330100772398611,13890,-0.6487804878048781,11063,-0.6793197032748326,7544,-0.8272545313021239,44218,-1.2459668300037694,13895,-0.5847877358490566
UIyDw8OqB17EkI2p3m7-EQ,19146,39.9375354,-75.178827,4.5,102,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,1,NA,1,NA,NA,1,NA,1,2,0,1,2,1,3,15,4.0857,4.2759,35,29,46,38,38873,39282,5386,5379,3562,3312,25232,25886,4693,4705,49145,49443,183943,43333,49318,48560,182670,43068,-0.24764976550001944,13,38873,0.2611150317572336,39282,0.25214425274033847,5386,0.04770710059171598,5379,0.05952380952380952,3562,0.4793956043956044,3312,0.45248107653490327,25232,0.46771258236586133,25886,0.4771522972383268,4693,0.1292929292929293,4705,0.12812757767390706,49145,0.6952206278994498,49443,1.3399009749374713,183943,1.4053289810790808,43333,1.1925578486554096,49318,0.7049755744526868,48560,1.4531858111864784,182670,1.3633810780248774,43068,1.135318396226415
-UJ7ZTb3zfmqZogmy3fnGg,19102,39.949084,-75.167867,3,318,NA,NA,0,0,0,NA,0,0,NA,1,1,1,0,0,2,1,1,1,1,NA,1,NA,1,2,1,0,2,0,8,17,2.8571,3.1333,28,30,6,16,4937,5147,116,163,826,849,3088,3249,907,886,17454,14728,109892,21802,17568,14220,112052,22245,-0.0799856833423182,9,4937,-0.8274844421633413,5147,-0.8782660529191642,116,-0.9267751479289941,163,-0.9420122887864824,826,-0.7733516483516484,849,-0.5832632464255677,3088,-0.9219328522121117,3249,-0.9340440122186896,907,-0.9633477633477634,886,-0.921913665108606,17454,-0.4444564318337109,14728,-0.4320861620131693,109892,0,21802,-0.1539712320200125,17568,-0.44392979916772207,14220,-0.4560769487379073,112052,0.032472672446287223,22245,-0.09245283018867924
UjXH7iq8eYauQoGswkxGYw,19119,40.0607947,-75.1920424,2.5,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,NA,NA,1,NA,1,1,0,1,2,1,0,7,2.75,2.1667,4,6,7,7,29391,28192,4828,4685,2560,2452,16106,15346,5897,5709,27813,21289,95981,30983,27734,20424,96363,31148,-0.4428948664821653,8,29391,-0.043048694424841216,28192,-0.11511077259330398,4828,-0.05547337278106509,4685,-0.07373271889400922,2560,0.020604395604395604,2452,0.09083263246425567,16106,-0.10498901788515845,15346,-0.17991397045072002,5897,0.4767676767676768,5709,0.4041792686279901,27813,-0.07192433559894991,21289,-0.09718748404879791,95981,-0.2640009109369366,30983,0.42020012507817384,27734,-0.07606296363307401,20424,-0.1111419993328144,96363,-0.2632114587259706,31148,0.4324882075471698
uJZgom8HpK74xz8IojpT0A,19122,39.970799,-75.134989433,4,599,0,0,0,NA,0,1,0,0,1,0,1,0,0,0,2,1,1,1,0,NA,1,NA,0,2,1,1,0,1,27,17,4.6875,4.0127,16,236,9,239,22187,21666,3542,3146,6994,6738,9616,9901,2035,1881,29485,29726,101618,19471,28846,28962,105036,19981,-0.3044630617417773,18,22187,-0.27413870533136586,21666,-0.331224956121469,3542,-0.2932692307692308,3146,-0.3692396313364055,6994,2.0508241758241756,6738,1.893187552565181,9616,-0.5122685911515532,9901,-0.5193566485879932,2035,-0.6378066378066378,1881,-0.6483365411053066,29485,-0.011795591038227785,29726,0.3334694502577714,101618,-0.15702275444556202,19471,-0.2997498436522827,28846,-0.035824136059345035,28962,0.36356054709218283,105036,-0.09975499434602338,19981,-0.2259433962264151
